sid,fwy,lat,lng,u,v
400649,17N,37.25176677317301,-121.95816537864029,310961963,310962519
400715,17N,37.2562384950391,-121.95539860457652,310962519,310960273
400240,17N,37.258220448342996,-121.95390286179726,310960273,1080001365
403329,17N,37.27027940055866,-121.94740636173522,1079992643,258982002
400436,17N,37.27169737647892,-121.9470825204942,1079992643,258982002
400221,17N,37.29361115373055,-121.93790433511913,52153048,312387699
404370,17N,37.29601639533121,-121.93915404965252,312387699,312387512
400100,17S,37.295054096520595,-121.93886791843127,65386586,65386609
400298,17S,37.2930529380813,-121.93784930826834,65386609,312386268
400278,17S,37.26655898299446,-121.94868683427991,52152854,1079995412
400073,17S,37.25633554579102,-121.95560470645941,1079999436,310951427
400832,17S,37.254652529756775,-121.95685446854677,310951427,310961241
400268,85N,37.25563906716145,-121.85807803974488,248212016,257718800
401555,85N,37.25563928287658,-121.85898393029836,248212016,257718800
400052,85N,37.255853183582644,-121.87549148848225,257806071,31416653
400461,85N,37.25481900405456,-121.87893120571776,31416653,310988083
400750,85N,37.2507676093918,-121.90776312908635,262601804,310986742
400148,85N,37.25072194819816,-121.91247972892718,262601804,310986742
400336,85N,37.2506548311668,-121.92820640606013,310986742,310967444
400713,85N,37.251576136835986,-121.93404755530567,310967444,1954370019
400485,85N,37.25429700412355,-121.94920400841113,310964172,1954370022
400822,85N,37.255668393898574,-121.95539054061238,310964172,1954370022
400464,85N,37.25805006859009,-121.96220366300122,1954370022,26497337
400688,85N,37.259431061698706,-121.96696930834592,26497337,310970415
404434,85N,37.26552041256211,-121.98154027003487,310970415,310974825
400222,85N,37.27543224275907,-122.0046850272632,310974825,310977443
400952,85N,37.27919579470038,-122.01037942105668,310974825,310977443
401210,85N,37.29117211013646,-122.0234224630483,310977443,306534211
400507,85N,37.298921264646566,-122.02981652333244,306534211,306534238
400185,85N,37.30310229555978,-122.03455143682604,306534211,306534238
400677,85N,37.3199767753063,-122.04882511101961,433475314,272272951
404435,85N,37.32659707783423,-122.05083915990606,272272951,49071638
407344,85N,37.331498696303576,-122.0546892205918,272272951,49071638
407321,85N,37.333626413692805,-122.05687205790257,49071638,704831935
407331,85N,37.335357775449125,-122.05844153280228,49071638,704831935
407341,85N,37.34471304920532,-122.05977404520289,704832630,49067107
407339,85N,37.35156995406514,-122.06028828195933,49067107,49067139
407337,85N,37.35309988412328,-122.06088321343125,49067107,49067139
402060,85N,37.35664793469884,-122.06242242537718,49067139,1067460085
407336,85N,37.36314850853294,-122.06278778073317,49067139,1067460085
407335,85N,37.373174627874356,-122.06745728800207,49067139,1067460085
407328,85N,37.3772180058647,-122.06755348753886,1067460085,10734321292
407342,85N,37.37908949788704,-122.06764358688636,26029664,8820954213
407325,85N,37.383701862604966,-122.06815635402924,187632461,152195400
407323,85N,37.39639654181644,-122.06874805322634,220226948,65397653
400174,85N,37.40368586762496,-122.06975430712089,706934715,65386023
407332,85N,37.407309652951135,-122.06962787134803,5448680402,3660749993
407359,85S,37.407140396518656,-122.0700754306605,209854346,26028051
400869,85S,37.4036729244157,-122.06996825992988,26028051,34153357
407374,85S,37.3951199383729,-122.06862606913839,26028045,26028038
400528,85S,37.388893816943956,-122.06884030309035,26028045,26028038
407348,85S,37.38427097314966,-122.06843427732586,193209044,240448549
407367,85S,37.37936512092576,-122.06789667709903,240448549,1954370143
407352,85S,37.37705310874698,-122.06776563089612,150089564,1067457597
407360,85S,37.37317742542305,-122.06766829965736,1067457597,206696652
407361,85S,37.363106431903645,-122.06297770667786,1067457597,206696652
